Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
17849,Drools Premium Pet Grooming 380S,pet supplies,pet grooming,4.8,1014,"₹1,111","₹1,238",https://example-cdn.local/img/700383.jpg,https://example.local/product/257065
17850,boAt Advanced Speakers 146S,electronics,speakers,3.2,773,"₹1,242","₹1,772",https://example-cdn.local/img/709452.jpg,https://example.local/product/797588
17851,Levis Ultra Men'S Clothing 731S,fashion,men's clothing,5.0,11936,₹283,₹340,https://example-cdn.local/img/739174.jpg,https://example.local/product/959179
17852,Funskool Ultra Educational Games 492S,toys & baby products,educational games,3.1,691,"₹2,165","₹2,619",https://example-cdn.local/img/565587.jpg,https://example.local/product/418255
17853,Basil Deluxe Pet Food 195X,pet supplies,pet food,4.8,698,"₹1,731","₹1,810",https://example-cdn.local/img/175134.jpg,https://example.local/product/864630
17854,Samsung Everyday Washing Machines 119,appliances,washing machines,3.8,3885,"₹3,217","₹4,805",https://example-cdn.local/img/954763.jpg,https://example.local/product/337616
17855,HRX Smart Men'S Clothing 351X,fashion,men's clothing,3.9,1411,"₹1,127","₹1,600",https://example-cdn.local/img/193624.jpg,https://example.local/product/495987
17856,Luvlap Ultra Educational Games 744Pro,toys & baby products,educational games,5.0,4613,₹344,₹534,https://example-cdn.local/img/381029.jpg,https://example.local/product/631981
17857,Amazon Basics Everyday Cookware 488,home & kitchen,cookware,3.5,2819,₹441,₹714,https://example-cdn.local/img/524930.jpg,https://example.local/product/543423
17858,Casio Ultra Office Electronics 245Pro,office products,office electronics,3.7,988,₹590,₹765,https://example-cdn.local/img/644679.jpg,https://example.local/product/340790
17859,Tommy Hilfiger Wireless Footwear 618Pro,fashion,footwear,3.8,4028,₹899,"₹1,025",https://example-cdn.local/img/908276.jpg,https://example.local/product/504376
17860,Fastrack Deluxe Smart Watches 301S,watches,smart watches,4.4,3097,"₹1,280","₹1,779",https://example-cdn.local/img/857130.jpg,https://example.local/product/193265
17861,BE SAVAGE Portable Yoga 142Max,sports & fitness,yoga,5.0,1096,"₹11,007","₹12,060",https://example-cdn.local/img/992119.jpg,https://example.local/product/812630
17862,Michelin Deluxe Bike Accessories 708,car & motorbike,bike accessories,4.4,1550,"₹2,773","₹5,373",https://example-cdn.local/img/384621.jpg,https://example.local/product/175735
17863,Samsung Heavy-Duty Washing Machines 110X,appliances,washing machines,3.7,561,"₹36,664","₹45,722",https://example-cdn.local/img/792178.jpg,https://example.local/product/543932
17864,Levis Everyday Men'S Clothing 837Pro,fashion,men's clothing,3.0,1173,"₹6,730","₹8,405",https://example-cdn.local/img/281381.jpg,https://example.local/product/357159
17865,Mothercare Pro Educational Games 850S,toys & baby products,educational games,3.5,1200,₹109,₹145,https://example-cdn.local/img/196835.jpg,https://example.local/product/152321
17866,Pedigree Wireless Pet Grooming 685X,pet supplies,pet grooming,5.0,3152,₹113,₹123,https://example-cdn.local/img/326685.jpg,https://example.local/product/778134
17867,Roadster Eco-Friendly Men'S Clothing 558X,fashion,men's clothing,4.0,3918,"₹1,153","₹1,817",https://example-cdn.local/img/909524.jpg,https://example.local/product/124160
17868,Sony Essential Smart Watches 779Max,electronics,smart watches,3.9,2813,"₹15,159","₹26,021",https://example-cdn.local/img/350691.jpg,https://example.local/product/909300
17869,Philips Eco-Friendly Skincare 768X,beauty & health,skincare,3.9,1853,₹877,"₹1,009",https://example-cdn.local/img/676987.jpg,https://example.local/product/624619
17870,Cheston Everyday Power Tools 616Pro,home improvement,power tools,4.6,668,₹833,"₹1,033",https://example-cdn.local/img/943039.jpg,https://example.local/product/711874
17871,Apple Advanced Laptops 290Max,computers,laptops,4.4,2419,"₹51,935","₹79,056",https://example-cdn.local/img/562465.jpg,https://example.local/product/168189
17872,Wildcraft Heavy-Duty Wallets 298,luggage & bags,wallets,3.3,833,"₹5,012","₹6,754",https://example-cdn.local/img/995824.jpg,https://example.local/product/402096
17873,Roadster Portable Women'S Clothing 812Pro,fashion,women's clothing,3.8,2237,"₹3,779","₹4,534",https://example-cdn.local/img/425566.jpg,https://example.local/product/238563
17874,iBell Wireless Electricals 196S,home improvement,electricals,3.8,887,"₹1,742","₹2,055",https://example-cdn.local/img/825379.jpg,https://example.local/product/851964
17875,Garnier Smart Skincare 466S,beauty & health,skincare,3.9,2962,₹238,₹391,https://example-cdn.local/img/874120.jpg,https://example.local/product/312348
17876,Nirlon Compact Furniture 496,home & kitchen,furniture,3.5,527,"₹3,050","₹3,126",https://example-cdn.local/img/915749.jpg,https://example.local/product/106580
17877,Tata Portable Organic Foods 855Pro,grocery & gourmet foods,organic foods,3.9,2878,₹231,₹259,https://example-cdn.local/img/200309.jpg,https://example.local/product/262066
17878,Portronics Smart Mobile Accessories 696X,mobiles,mobile accessories,3.9,3858,₹522,₹598,https://example-cdn.local/img/641698.jpg,https://example.local/product/530801
17879,Levis Wireless Footwear 643S,fashion,footwear,3.6,2511,₹537,₹630,https://example-cdn.local/img/169449.jpg,https://example.local/product/949588
17880,JBL Classic Speakers 351Max,electronics,speakers,3.5,1985,₹797,₹954,https://example-cdn.local/img/720515.jpg,https://example.local/product/362108
17881,Amazon Basics Lightweight Cookware 370,home & kitchen,cookware,3.5,1817,₹491,₹685,https://example-cdn.local/img/571557.jpg,https://example.local/product/567069
17882,Cello Compact Office Electronics 393,office products,office electronics,4.1,1637,₹49,₹67,https://example-cdn.local/img/153752.jpg,https://example.local/product/618946
17883,Amazon Basics Compact Furniture 603Pro,home & kitchen,furniture,4.6,5218,₹94,₹157,https://example-cdn.local/img/947153.jpg,https://example.local/product/338005
17884,American Tourister Deluxe Wallets 418X,luggage & bags,wallets,4.1,1055,"₹3,666","₹4,226",https://example-cdn.local/img/606789.jpg,https://example.local/product/109469
17885,Classmate Heavy-Duty Office Electronics 382,office products,office electronics,3.8,750,₹675,"₹1,016",https://example-cdn.local/img/405213.jpg,https://example.local/product/619179
17886,Garnier Heavy-Duty Personal Care Appliances 723X,beauty & health,personal care appliances,3.4,1258,₹594,₹721,https://example-cdn.local/img/386205.jpg,https://example.local/product/166486
17887,Nestle Pro Staples 719,grocery & gourmet foods,staples,4.6,3372,₹477,₹813,https://example-cdn.local/img/274171.jpg,https://example.local/product/724309
17888,Roadster Advanced Watches 198Pro,fashion,watches,4.8,2976,"₹2,682","₹2,942",https://example-cdn.local/img/969508.jpg,https://example.local/product/253430
17889,Samsung Wireless Mobile Accessories 435S,mobiles,mobile accessories,4.1,2700,"₹22,322","₹37,981",https://example-cdn.local/img/169600.jpg,https://example.local/product/870166
17890,Basil Eco-Friendly Pet Food 756Pro,pet supplies,pet food,4.7,1779,₹378,₹430,https://example-cdn.local/img/583362.jpg,https://example.local/product/727127
17891,Samsung Pro Smartphones 704S,mobiles,smartphones,4.2,8396,₹325,₹341,https://example-cdn.local/img/665753.jpg,https://example.local/product/812996
17892,Luvlap Everyday Educational Games 555Max,toys & baby products,educational games,4.2,2353,₹126,₹135,https://example-cdn.local/img/953566.jpg,https://example.local/product/529966
17893,Nirlon Ultra Furniture 760,home & kitchen,furniture,3.6,2116,₹147,₹157,https://example-cdn.local/img/577497.jpg,https://example.local/product/783413
17894,Luvlap Pro Infant Wear 840,toys & baby products,infant wear,4.5,3087,₹562,₹749,https://example-cdn.local/img/620839.jpg,https://example.local/product/359708
17895,BE SAVAGE Heavy-Duty Cycling 862X,sports & fitness,cycling,3.2,393,"₹1,208","₹1,635",https://example-cdn.local/img/536087.jpg,https://example.local/product/388928
17896,Wonderchef Classic Kitchen Storage 310Max,home & kitchen,kitchen storage,4.0,6852,₹118,₹165,https://example-cdn.local/img/128692.jpg,https://example.local/product/383851
17897,Cello Wireless Cookware 316Max,home & kitchen,cookware,4.0,689,"₹6,400","₹7,378",https://example-cdn.local/img/939379.jpg,https://example.local/product/605150
17898,Cello Deluxe Kitchen Storage 886Max,home & kitchen,kitchen storage,3.5,588,"₹2,719","₹2,856",https://example-cdn.local/img/374592.jpg,https://example.local/product/786123
17899,Portronics Everyday Cases & Covers 319S,mobiles,cases & covers,4.3,4364,"₹25,066","₹32,024",https://example-cdn.local/img/491735.jpg,https://example.local/product/560044
17900,Pedigree Essential Pet Accessories 440Pro,pet supplies,pet accessories,4.3,2682,₹154,₹222,https://example-cdn.local/img/895892.jpg,https://example.local/product/581894
17901,Zebronics Eco-Friendly Keyboards & Mice 102X,computers,keyboards & mice,3.4,1128,"₹5,866","₹6,822",https://example-cdn.local/img/386823.jpg,https://example.local/product/776217
17902,Samsung Heavy-Duty Televisions 541Pro,electronics,televisions,4.3,7915,"₹1,448","₹1,942",https://example-cdn.local/img/352125.jpg,https://example.local/product/299016
17903,Nivea Wireless Skincare 735X,beauty & health,skincare,4.2,1232,"₹3,807","₹4,523",https://example-cdn.local/img/770606.jpg,https://example.local/product/410113
17904,Skybags Smart Suitcases 455Max,luggage & bags,suitcases,4.4,1829,"₹2,964","₹3,316",https://example-cdn.local/img/289082.jpg,https://example.local/product/725350
17905,Realme Portable Power Banks 156Pro,mobiles,power banks,4.1,2623,"₹1,788","₹1,897",https://example-cdn.local/img/941746.jpg,https://example.local/product/154632
17906,Stanley Lightweight Hand Tools 698X,home improvement,hand tools,3.6,2163,₹335,₹544,https://example-cdn.local/img/759206.jpg,https://example.local/product/181865
17907,HRX Essential Women'S Clothing 750,fashion,women's clothing,4.1,3738,"₹2,241","₹3,930",https://example-cdn.local/img/835380.jpg,https://example.local/product/869804
17908,Classmate Everyday Stationery 288Max,office products,stationery,4.7,552,"₹7,321","₹8,246",https://example-cdn.local/img/979850.jpg,https://example.local/product/108201
17909,Realme Heavy-Duty Power Banks 212Max,mobiles,power banks,3.6,1483,"₹40,734","₹58,754",https://example-cdn.local/img/212147.jpg,https://example.local/product/798750
17910,Portronics Premium Cases & Covers 326S,mobiles,cases & covers,3.3,874,"₹27,258","₹38,516",https://example-cdn.local/img/300061.jpg,https://example.local/product/748768
17911,WOW Lightweight Skincare 585,beauty & health,skincare,3.2,925,₹629,₹745,https://example-cdn.local/img/145489.jpg,https://example.local/product/498170
17912,OnePlus Heavy-Duty Cases & Covers 933Max,mobiles,cases & covers,2.9,861,"₹5,414","₹6,061",https://example-cdn.local/img/475229.jpg,https://example.local/product/793623
17913,Drools Portable Pet Grooming 635S,pet supplies,pet grooming,3.9,477,₹866,"₹1,121",https://example-cdn.local/img/649670.jpg,https://example.local/product/644922
17914,Rupa Publications Advanced Fiction 275Pro,books,fiction,2.7,276,"₹1,327","₹1,512",https://example-cdn.local/img/845836.jpg,https://example.local/product/885413
17915,Carrier Advanced Washing Machines 901Max,appliances,washing machines,4.7,2116,"₹18,861","₹23,572",https://example-cdn.local/img/844643.jpg,https://example.local/product/469853
17916,Nivea Deluxe Skincare 857Max,beauty & health,skincare,3.4,1783,₹294,₹381,https://example-cdn.local/img/387992.jpg,https://example.local/product/217155
17917,GARDENIA Premium Gardening Tools 300Pro,garden & outdoors,gardening tools,4.0,924,"₹1,146","₹1,776",https://example-cdn.local/img/743157.jpg,https://example.local/product/224828
17918,Zebronics Advanced Storage Devices 116,computers,storage devices,3.7,2086,"₹12,414","₹20,452",https://example-cdn.local/img/206262.jpg,https://example.local/product/168243
17919,Samsung Eco-Friendly Headphones 887,electronics,headphones,4.5,4873,"₹3,027","₹4,751",https://example-cdn.local/img/849336.jpg,https://example.local/product/344745
17920,Local Brand Pro Organic Foods 459Max,grocery & gourmet foods,organic foods,4.5,4520,₹85,₹103,https://example-cdn.local/img/911322.jpg,https://example.local/product/551790
17921,Rupa Publications Essential Non-Fiction 160Pro,books,non-fiction,3.7,1065,₹365,₹496,https://example-cdn.local/img/405695.jpg,https://example.local/product/874005
17922,Yamaha Deluxe Guitars 439Pro,music & instruments,guitars,3.5,521,"₹1,911","₹3,046",https://example-cdn.local/img/182664.jpg,https://example.local/product/686530
17923,Wildcraft Lightweight Suitcases 703Max,luggage & bags,suitcases,3.9,632,"₹1,421","₹1,569",https://example-cdn.local/img/432761.jpg,https://example.local/product/361080
17924,Ambrane Advanced Cases & Covers 295,mobiles,cases & covers,3.6,1185,"₹2,146","₹2,737",https://example-cdn.local/img/192914.jpg,https://example.local/product/753530
17925,Yamaha Everyday Guitars 842S,music & instruments,guitars,3.9,809,₹368,₹391,https://example-cdn.local/img/509759.jpg,https://example.local/product/557362
17926,Truphe Classic Gardening Tools 304Pro,garden & outdoors,gardening tools,4.4,368,"₹2,774","₹4,796",https://example-cdn.local/img/925886.jpg,https://example.local/product/513238
17927,Rupa Publications Smart Academic 983S,books,academic,4.8,2324,₹663,"₹1,082",https://example-cdn.local/img/435066.jpg,https://example.local/product/513361
17928,Funskool Compact Baby Care 793X,toys & baby products,baby care,4.3,774,"₹1,441","₹1,638",https://example-cdn.local/img/571881.jpg,https://example.local/product/366473
17929,JBL Portable Headphones 614X,electronics,headphones,4.2,2168,"₹5,927","₹7,022",https://example-cdn.local/img/482575.jpg,https://example.local/product/848675
17930,Nivea Advanced Makeup 669,beauty & health,makeup,4.1,1170,₹931,"₹1,017",https://example-cdn.local/img/770949.jpg,https://example.local/product/269818
17931,Basil Deluxe Pet Grooming 644S,pet supplies,pet grooming,3.5,665,₹966,"₹1,358",https://example-cdn.local/img/799300.jpg,https://example.local/product/353643
17932,Redmi Premium Mobile Accessories 833Max,mobiles,mobile accessories,4.2,2989,"₹2,135","₹2,711",https://example-cdn.local/img/438413.jpg,https://example.local/product/922072
17933,Samsung Deluxe Cases & Covers 627,mobiles,cases & covers,4.0,3421,"₹6,531","₹7,689",https://example-cdn.local/img/266210.jpg,https://example.local/product/599693
17934,Samsung Wireless Refrigerators 760X,appliances,refrigerators,3.2,568,"₹29,033","₹35,059",https://example-cdn.local/img/995263.jpg,https://example.local/product/336252
